location_id,parent_location_id
389983831,
212999109,389983831
413496092392921,389983831
217599,389983831
212941492,389983831
378453,389983831
279318698,389983831
1319949814693630,389983831
4599325,389983831
211529586,389983831
212988663,389983831
206698624,389983831
214796913,389983831
577012069320941,389983831
233182,389983831
1557847,389983831
228481964,389983831
507728227,389983831
373508206410352,212941492
590794973,4599325
215090193,212941492
3002271,212999109
213021590,206698624
213312396,206698624
215995209,389983831
450998068344841,389983831
212928653,389983831
218830373,389983831
1021460915,212988663
326645642,212988663
513469593,214796913
21503995,214796913
1018818068,389983831
1017154753,211529586
212970049,389983831
214228753,389983831
1806574296285140,389983831
306635449782304,228481964
226886754,228481964
455286339,228481964
229130041,228481964
213980369,228481964
2076702829271387,228481964
204690810309759,228481964
1015904272,228481964
402201522,228481964
619390,214796913
215770217,206698624
666764147018138,211529586
693546,389983831
267930,389983831
262702967628268,4599325
33099892,389983831
225958404618201,4599325
416950255331992,206698624
1032809640,206698624
1666408343442940,389983831
1903053516622372,212941492
429322851,212941492
268629,214796913
263404357651444,211529586
233491587418789,228481964
183949588978165,206698624
314732671,228481964
148899532341997,228481964
21944030,228481964
393904,228481964
1639313,212999109
1024654947,229130041
193464938143833,228481964
251364524,212928653
8945202,226886754
157109588551925,212970049
397668909,226886754
690840617736125,229130041
216325261,212988663
307603,226886754
489610318052827,212928653
658334407894314,213980369
217757667,226886754
635675800,229130041
234975583,229130041
4092400,213980369
721450684703001,214228753
1066202,214228753
214893456,215995209
879376982147378,214228753
213731026,389983831
1021593749,212941492
183663,228481964
176300243,212928653
1017873621,214228753
213344049,212928653
198311487686579,214228753
213762529,389983831
137242643,389983831
237788205,212999109
278577387,389983831
101654,4599325
476256415,389983831
1014330824,217757667
276844864,217757667
1553206,229130041
289105034,393904
278577816,217757667
42478,21944030
255561330,389983831
3353831,228481964
922631141137506,228481964
1003219673,211529586
213953436,214228753
214626362,389983831
364054252,389983831
1019168621,213731026
1031443779,213731026
298978180865324,213731026
2935360,213731026
1093732824003722,213731026
1818442,213731026
269236531,278577387
1019469725,278577387
43564042,278577387
227784218,278577387
685574479,278577387
117346005807359,183663
264476078,278577387
302488360,137242643
15834794,137242643
332850758,137242643
336791583397175,137242643
213381527,278577387
17365395,278577387
324332957,389983831
234750,389983831
84879,255561330
453687,255561330
640912441,255561330
213480180,389983831
205976226,389983831
213497913,389983831
239462703455216,389983831
1221461374551679,1003219673
232462517586303,1003219673
333572937220771,1003219673
241125,212928653
1379563585404952,228481964
916789731795528,214626362
214001058,389983831
2200849223484563,389983831
945400472224377,389983831
223049069,228481964
164580477561118,213381527
216807180,213381527
1548840,213381527
1027589365,43564042
376990352807605,213381527
912296,43564042
212901056,389983831
1360248974060179,389983831
280292246,389983831
248386531,389983831
357423537,212988663
2094513470831556,278577387
719533560,213480180
619641,213480180
1191441824276882,213480180
388581021324237,214626362
1009997177,213480180
218723464,213480180
236682262,389983831
224985206,389983831
219729488,389983831
216206369,389983831
305469,389983831
262938,229130041
242402988,214228753
45298889,212928653
670534699773505,214001058
509661310,214001058
674112462971914,389983831
6845,389983831
1847103442205044,213480180
176867416478001,223049069
1235324,212970049
2935916,214001058
1020680084,211529586
84405,213480180
1033702975,389983831
284373,389983831
221377771,212988663
22312252,212901056
936765166503453,212988663
69195,213731026
1957760,212901056
1783314535279046,248386531
270171856,216206369
160851598199271,224985206
1008542,216206369
1519155124810882,236682262
1019603549,236682262
216052817,278577387
950948298,278577387
2191714214407530,212901056
287507687,389983831
212903277,389983831
926237991,212901056
46290541,213480180
1096708913837866,212928653
255213186,389983831
292802,389983831
213361984,389983831
186741,211529586
47882678,212901056
604154,137242643
31429562,255561330
1762942094024206,255561330
1026703916,389983831
3002869,389983831
1668821883133952,389983831
10542526,216052817
223747434624031,216052817
240967498,278577387
220677972,287507687
213984944,287507687
10155568,287507687
214776536,287507687
213141085,287507687
886435283,389983831
255700994,389983831
204517928,389983831
252199390,389983831
95099702,212901056
628638977,278577387
256898963,186741
101735518,212901056
213968758,389983831
385710,228481964
594890155,212941492
1017594005,220677972
280971339,212941492
66186,213984944
215109629,213984944
245905931,213984944
8051939,10155568
726410324219746,389983831
298839670460357,216052817
343580,287507687
3001373,389983831
186001372312128,389983831
216329080,255561330
1024936088,213480180
213124046,389983831
1672251909670224,389983831
220882345,389983831
219485710,213141085
452479108,213141085
221309413,886435283
505179821,389983831
262080624,204517928
217373176,255700994
275829673045035,212928653
1025477450,212928653
383155718739822,255561330
365996,212999109
215262556,228481964
18714141,389983831
54779960819,389983831
4773571,214001058
212947533,389983831
184266279119344,10155568
212900916,389983831
271203798,204517928
354282062,212988663
217288063,389983831
690106296,389983831
220148870,389983831
821700631,252199390
949171661943906,213968758
83868,213968758
151218955566244,385710
1025805012,385710
213536224,213480180
406803,505179821
505730449787350,505179821
531347673869510,220882345
854471348021874,220882345
523486691,505179821
1834174143518120,505179821
1666922033421637,262080624
213597,505179821
283134199,213124046
803797,262080624
366825,213124046
212983635,389983831
2678028,213124046
3000033,213124046
1756998851244754,217373176
251028997,389983831
1031551512,217373176
482545,215262556
2275566,217373176
288420615,215262556
1915489,212999109
921832006,212900916
719678995,229130041
191138801786764,212947533
862898564,212947533
216287675,255700994
737960304,505179821
222764158,389983831
723906654651318,389983831
384173,255561330
1026781680,287507687
239465712,212947533
240169680118012,217288063
259303087,217288063
218155685,213141085
228089317,389983831
828449092,389983831
218716434,389983831
1495,523486691
474416501,523486691
10936,212983635
14393,523486691
119764,523486691
1284104,523486691
607692563,523486691
184033,212983635
174309109863914,212941492
213953267,222764158
878519078,222764158
213643536,222764158
1034535027,222764158
213320666,222764158
16869196,222764158
238904259,220677972
2131758496844122,389983831
213859735,389983831
215420551,389983831
1633058416705294,389983831
213213692,389983831
2080865298848369,389983831
323005774,222764158
213873866,255700994
124529628374336,204517928
9466,206698624
130142,212983635
54219314,212901056
213279008,389983831
269587019,204517928
214843582,389983831
212923412,389983831
221271184,255700994
65756,213124046
10324,216052817
279442519191902,222764158
732680293583538,212947533
11589854,204517928
267951880,212901056
1026469794,505179821
962569240543798,211529586
343468306395744,212928653
1482316,206698624
35958,212901056
82215,389983831
288395820,389983831
213387672,255700994
75588258,255700994
531320003978711,389983831
5568098,389983831
435614336920831,389983831
3001119,212947533
776805589155605,212928653
879969018,213480180
599788925,523486691
578384098992573,389983831
273705274,389983831
200345860362323,228089317
170479993625774,228089317
92150,212947533
236184966,212941492
3741103,389983831
253425914,389983831
787502191,505179821
1023266771155046,212947533
217046368,389983831
372278346449907,389983831
1018318478,4599325
464815,211529586
79127121,213124046
2937834,255700994
1011257399,255700994
289888474744891,212941492
2179559912285744,213141085
214338801,212941492
1711208798927948,255700994
213997539,255700994
39442131319,212988663
68818,211529586
866760,389983831
1380301918743593,218716434
945726958929036,213213692
711560846,213953267
2170629163178000,218716434
13210425,218716434
709392706097237,213213692
2603894366502853,213953267
5082004,213953267
239069253,213387672
805750905,221271184
221895998558984,213213692
447368,213387672
1029635651,214843582
11333015,221271184
32047828,214843582
1023022,221271184
807584178,214843582
291730,213873866
404266,217046368
217042742,217046368
1028753150,221271184
741566532692096,213873866
466033,217046368
3001795,255700994
16797,174309109863914
776978029,255700994
235763162,464815
49927672,389983831
686403494880147,5568098
540118532,255700994
1475980625771782,212988663
1100775150079566,213997539
295587650,213997539
213424196,389983831
14009,5082004
716444855,711560846
227779987,212988663
707101266,711560846
740809981,807584178
925023587596134,389983831
214028003,389983831
341723,389983831
212971242,389983831
643550512469538,212999109
8437272,213424196
1001589106,389983831
339299246,214028003
791884627,389983831
130751327525225,214028003
114602672578864,214028003
295033,389983831
948798137,389983831
510886042673137,643550512469538
1016423,212947533
217293533,255700994
213215421,389983831
316249134,389983831
220934014,212928653
214328178,255700994
444951310,255700994
226778184,212983635
211064064,389983831
210898035,389983831
255698308,389983831
248180645969257,217293533
238797974,389983831
210872302776106,389983831
113226037,389983831
1844000189171807,212928653
40602914,287507687
1817900721826042,389983831
219619947,389983831
419614710,389983831
1814834898748315,214328178
213445472,389983831
251436468,214328178
2317262,214328178
770239043158355,255700994
1744990149142550,212928653
696822,278577387
214663783,212999109
213284453,389983831
214078556,389983831
216841346,389983831
3057218,255700994
44961364,389983831
1845895135506937,389983831
905757001,219619947
3819834,219619947
308733332,213953267
11059525,389983831
212962809,389983831
213371294,204517928
215908127,419614710
90497,419614710
72872755,212900916
1032921331,419614710
224649038,419614710
1035031754,212928653
235084956,287507687
36237,389983831
832551814,212988663
1017278873,213284453
1148979,213284453
18392248,213284453
213021041,212941492
428678804,212988663
1730261,255561330
133093850561796,255700994
235453813,213480180
6896320,44961364
236455146,228481964
245876692,212928653
13261722,389983831
219284807,287507687
1098248,212962809
1176067812505088,213213692
268160938,215908127
2107992399245757,215908127
1244088075644104,215908127
483816755,224649038
328974237465693,212988663
213457678,389983831
214755146,389983831
26429,428678804
1017697300,216206369
584859175,389983831
119574771950283,212901056
26768,389983831
276197552979237,236455146
63988418,212901056
208690144,389983831
542449,389983831
228520635,212900916
1018748080,13261722
213324346,219284807
2270363,214001058
1017960944,4599325
220101258,419614710
1879199188784583,4599325
221136581995287,255700994
1029001796,389983831
213413990,255700994
703467391,214755146
213962425,389983831
214327660,214755146
6465815,214755146
1767739096842718,214755146
215860505,212988663
1865514327051885,255700994
222059516,389983831
132163930777600,389983831
224851990,208690144
217751252,208690144
254149386,212988663
834640087,220101258
268425,217046368
3472,389983831
1203786713074162,213413990
220198216,213413990
413602,213962425
962810667248660,213962425
1063469683834162,389983831
1021974827,213480180
262683346,222059516
229419573,389983831
1366618253419840,389983831
213196090,228481964
11626115,212947533
301422065,389983831
1025794955,389983831
349029876,255700994
544222805968913,214843582
476317,212999109
329392,212999109
104997,212988663
1601436516539773,212988663
413446448,214843582
18843086,137242643
701561941,212928653
817133435,212928653
296224247468883,212941492
212971112,389983831
105565036143188,255700994
1028450073,212901056
9800220,389983831
123084915020,213213692
1806818829591525,212941492
19508,222764158
257117001,255700994
347952564,204517928
212980447,222764158
213295703,287507687
1023719866,222764158
1339397119509263,222764158
890375179,287507687
212912050,213953267
11175,212900916
558348004,228481964
335217,349029876
222987725134260,349029876
256885101,212962809
277804181,213196090
8443836,349029876
736890599978844,523486691
303135891,228481964
263453009,213873866
661140934053739,211529586
216708553,523486691
1443829,213873866
333928749,213196090
1015618315,278577387
219281264,278577387
30645,217042742
1025222435,389983831
249081157,389983831
959147130961202,217288063
213995077,389983831
221597264,255700994
297176915,389983831
1247669,389983831
983162051823901,389983831
173024816887735,389983831
159633136,212971112
104534869621223,105565036143188
941992678,212971112
1782696285170057,212971112
676174,212971112
757726218,347952564
1029633160,9800220
302256771,212971112
17782097,212928653
497665821,255700994
237041158,277804181
1008322295,277804181
437561,219281264
280941629,277804181
496498155,219281264
398369363905779,255700994
593567097673454,221597264
2028526,213995077
2044793989098207,221597264
248461265665527,213995077
1029663435,221597264
283824561,221597264
243718,213995077
143941,389983831
456171131396486,213284453
11060480,212988663
589973794,301422065
41253,213284453
213764719,255700994
41128,255700994
16212952,297176915
221414485,297176915
217099151,389983831
233268,214228753
1150233295074091,389983831
4132739,228481964
1669775016607515,104534869621223
696185445,497665821
909972995,228481964
966094919,941992678
1017543007,212941492
3406986,215908127
2042724335793339,204517928
213937621,389983831
65743,214001058
1997686403822068,214001058
1014941077,213480180
7299317,208690144
1024614523,213480180
331863885,287507687
47825173,213764719
218229,213764719
250058337,389983831
1279732512140707,213764719
238349613,217099151
473329,221414485
321626258391215,221414485
6987744,217099151
573885872,217099151
1788143071284943,217099151
1635219430119016,212988663
49695104,212988663
22558594,4132739
295452213,389983831
1028466449,301422065
213343614,255700994
352937503,226886754
794643567398395,212988663
211881545,389983831
278110589688756,297176915
640763846,297176915
282449753,389983831
255474548516655,212962809
1445707239070362,7299317
1793373884282317,250058337
271540,250058337
215262999,389983831
212964995,389983831
214566258,389983831
444292612423096,214328178
1974449896190662,250058337
1033311466780493,295452213
179412912669986,255700994
213941548,389983831
160713234266014,295452213
108102153203933,295452213
496437524210215,219284807
426567189,389983831
507083,213953267
300224868,204517928
1122549667803120,255700994
319292781,282449753
542469,220101258
1242582955836445,389983831
1911106778963846,4599325
250004256,255700994
213444877,250058337
213813557,389983831
949380892,214566258
280876278,214566258
632265,215262999
157535,212964995
2066646676729199,214566258
1404693822876404,287507687
238974231,389983831
923043,213941548
7606426,212988663
194540,213941548
213482470,389983831
1022353396,212941492
9872554,426567189
134199520568236,426567189
209131052776748,426567189
128938337775074,426567189
213299999,255700994
669055033475994,255561330
889307,212988663
144315926,212988663
312632909,213444877
358593012,213444877
234612046,222764158
237420903,222764158
210986639,213813557
225936581,238974231
216632769030531,238974231
2049055188656672,238974231
249892568730544,213482470
149048223,214228753
215651420,255700994
3942603,213299999
35668382,213299999
1024484801,213299999
1025857424,213299999
250495802174895,213299999
1406599102920586,213299999
212916355,228481964
492560,389983831
214702257,389983831
251288318799967,213941548
504923525,358593012
261300051303971,204517928
55772780793,220677972
10852735578,213731026
338990318,237420903
1264107,389983831
12932828,212962809
220544325403075,212962809
212996993,278577387
612063737,250058337
297637072,389983831
1802707299985692,255700994
403195725,295452213
214682102,389983831
238174457,255700994
299676,389983831
1683280101885146,215651420
218296143,297176915
11857755,255700994
6581563,426567189
213784811,214702257
852396653,214702257
8576223,250058337
513687939081383,
483344,
216017490,
1194048454002366,
237514141,389983831
215422498,
247334439,
384624615226268,
213868979,
233836,
229229524,
31674623,
1330572520420706,
1021742968,
20188833,
244499906,389983831
313668795,
1401708313232169,
249532,
218048850,
329613044466000,
36788,
5257979,
9764887,
159421521371381,
212950988,
102471088936,
226747711,
250317767,
217871366,212996993
213221157,
181282429132775,
218283830,
214736726,
758129317,
769985441,
433860993471245,
1027464322,
415799937,
557279423,
25229696,
514081645,
1033336829,
156996,
222028768437700,
504854015,
495862230900290,
214607176,
1563240600652987,
1002914115,
215408636,
212936101,
8616808,
227383990,
135664,
2669213,
513459076,
457492,
153697465234177,
927254861,
1265632,
219562940,
377102,
3000453,
1029063382,
217839838,
128428681,
227257791,
213420290,
3002214,
234622563,
235177202,
584728165035353,
304899704,
1018585535,
234310483,
224387939,228481964
213470852,
411981815,
2290689271174514,389983831
703020799900884,
2827406,
219720515,
196709,349029876
343110560,
42586,
213321244,
214033457,
2934965,
250636338,
398656617,
2983079,
2179911095412489,
25374,
2307382,
1555418461234280,
579698252449022,212941492
672256864,
124021,
794305,
274273539,
253154398,
219864846,
25660,
283804215390455,
343906929455488,
105573620028293,
250064163,
216231118,
102172,
5825591,
1711812,
215467159,
265060199,
347563055192,
821485365,
216164314,
107711604,
213467097,
937610469765525,
1023487086,
49973250,
253348435,
172127826770351,
747635548908158,
216022646,
220390004,
419755949,
297414220860605,
133332,
555187941542716,
212914520,
213047202,
107520,
23003390,389983831
357064657,
2109895882570778,
265488644,
592116738,
491996147672465,
128254758,
214339392,
351443408,
244238499,
1014086952,
8033426,
245235241,
509905762523892,
413989169075359,
213393668,
161390907647464,
832971770220176,
228207994,
366631203,
537388113125731,
22952587,
1031351205,
1019601747,
55665,
1376706715701211,
215257,
214398227,
324177524,
2652122,
6811413,
1554489,
523959601369875,
278247,
337405670,
444187,
56655744,
212931804,
27413802,
217282483,
208424157,
1233691286766455,
237130037,
492990,
411355312661925,
212972385,
213238904,
919989851516192,
893541134134569,
265247010,
1475218459200500,
189703474873543,389983831
112466925901669,
288823614984054,
871546291,
3001453,
259285598,
215576346,
212923417,
455042644,
193617,
1028623752,
1578079802419884,
215456221,
212930419,
388609376,
22074495,
2999144,
369716440,
1234429166588662,255700994
271286619,213984944
700626583,
204337146793878,
1913056112242886,212971112
1319653,
1112500668797987,
1823887014576423,238174457
1773304596253773,
224789803,
2111360995853894,
263391077783450,
1671757576274094,
410788820,
2999359,
99782,
217271987,
3003060,
1034215987,250058337
3003259,212983635
95574201,
256231261,
11488,297637072
890747974452686,
229123937,
545399836,
133392574050384,
323860504640585,
1018735332,
1018614061,
306756190,
213314608,
2339462,
333276723733129,
399218164242446,
117160,
145407299281828,
228658305,
1959216477468722,
245320800,419614710
214820770,
1107286,
531294494000192,
221328955,
219645167,
243487966,
324081258,
68730184,
377645834,
43009020,
1721707,
124325088205009,
218350844,
215631076,
1023887076,
151607,
396412620379886,
370789260,
235676632,
882830167,
635175621,
215578048,
3838,
223081445,
50690699,
2046144365414312,213859735
219615235,
15196181,
327138,
54724,222764158
285965385,
67963875287,
1971495229733130,
214873210,
237707783,
1744518579009039,
255194707,
188020855043497,
245352611,
2015289242054528,
1737821756453595,
12318445,
1483897118583376,
1260969143932927,
234357232,
229424607973020,
223699007,
218927051956580,
1856237737952347,
327214264337965,
583963951805634,
216021480,
580002,
259659751245674,
234297315,
2732475,
823817134428235,
345303718956236,
216650837,
319099,
68821721,
293495447766256,
1496109,
217146746,
145740815492842,
43329604,
10178,
411999278975310,
213313304,
1046622018825613,
23338296,
213946987,
578964668,
773412919,
255006885,
169825760253375,
338591288,212901056
416433431721332,250058337
214007272,
265309235,
82499323,
397145217,
187645278623399,
284622438666166,
229188741,
235110939,
239304820,
185504990,
251729389,
252363638,
228698,
344743,
216499577,
1953073331627633,
217657094,
434771,
289273,
82709177,
804243213,
858119674332097,
1776838,
46806,
90377,
20724,
214656304,
236694818,
884278898,
241113669943594,
1308160,
1034333542,
152854781817791,
2154260694793934,
504872903,
217294390,
924481847,
213508707,
228903481,
212895391,
1014864419,
89326,
214852203,
236947251,
1974340386213278,389983831
221244499,216017490
111639498997794,
1031617961,216017490
321285438225091,
1170897,
192535437924633,
641039646077550,
3000647,
1420755901404259,
1016056068,218048850
213210477,
2336956,
38975694700,218048850
89080,218048850
1860436057325832,218048850
401684,
1017436631,218048850
217187579,
1036430,
2182607228674979,237514141
1757018511186313,
407497213,
448130902306007,
2393854,214736726
1396591473701678,228481964
304854796544492,212947533
1539531906136928,213480180
662762944,212941492
242105660,212941492
216829034,228481964
305830029877937,214228753
270348917,214228753
1024460054,389983831
314260256038827,389983831
15120589,214228753
261124,214228753
226645880,214228753
216249274,212947533
386750891657367,214755146
221468213,135664
213995163,214755146
1019400676,250636338
268432758,219562940
399361377,557279423
234569848,297637072
5487554,218283830
1066070540114124,218283830
7099767,213470852
371923459905946,297637072
213642830,297637072
224471005,213420290
213741128,278577387
1354381141266874,513459076
190933905136364,297637072
85073827,213420290
212969193,297637072
2328,278577387
259297773,278577387
263716269,218283830
248642229,927254861
282523340,213321244
385116808,213420290
668234140039442,213321244
870872422,234310483
258245139,214033457
29905397,212999109
394173264273156,255700994
1029436496,214033457
2306590,297176915
228047328,213420290
224722707538747,250058337
394318,297176915
236161852,297176915
1063321,212999109
1522611,253348435
950630641679463,244238499
8655293,220390004
80692294419,244238499
258100514255780,220390004
268369371,297176915
2543818,212900916
638475435,250058337
1355350,224387939
3003310,297176915
214742595,244238499
214895019,255700994
313060212,265488644
263755187529955,208424157
3000913,208424157
264420701,216022646
953697889,216022646
213549204,592116738
2125588390793266,265488644
238053243,213873866
349193503,288823614984054
83410,224387939
18479323,212931804
2561176,213047202
217007835,208424157
1014917203,212931804
774335,208424157
234353722,217282483
1367147490019757,22074495
400180707070613,212931804
127159,265247010
141824,1554489
10345684,217282483
888992158,217282483
4927580,216164314
457071907703810,366631203
767232942,208424157
161702560533011,295452213
216045387,213314608
753623,295452213
1803940276588333,265247010
63443976,11488
353689308411159,2111360995853894
475971123,11488
383507578486490,1554489
777147564,1554489
246678022692010,217282483
567857146,22074495
519845177,217282483
221828074,301422065
2408442,301422065
443277369443866,301422065
227947237,377645834
286907155,213314608
251626645611818,301422065
212987379,377645834
49079182,215456221
240668106096819,1034215987
218345853,301422065
789589835,234297315
253446122058373,213313304
289381198,265309235
1019558832,295452213
303081213625136,377645834
64255640,327138
736310527,243487966
16393133,327138
1117964751651812,213314608
303109808,234297315
183881365754689,213314608
710899885597288,219645167
56763783990,213941548
118886,219645167
47093005,1773304596253773
826731870821437,213946987
929777563896376,324081258
272205914,265309235
212996635,324081258
426992670985892,287507687
1680044045357555,295452213
706077011,5082004
41254616,212964995
265196777223691,213457678
375014279,324081258
1024435201,324081258
129678593756755,338591288
975911316,255194707
267076550722599,213508707
47979,213313304
213687598,213313304
572708689584468,215631076
247104835770452,327138
33738637,216499577
263870160,236694818
98083244,214007272
481892961,370789260
229423565,213313304
285174022,215631076
1027916479,50690699
672233,236947251
213847073,236947251
303101553850563,5082004
658137541012938,213941548
6638856,324081258
2272241,213313304
237572052,213941548
1227898,265309235
224659244963171,259659751245674
6094371,234297315
115792228976656,287507687
1813593385322333,213946987
918023414906836,212901056
1030060797,235676632
214158664,214007272
1359823,44961364
304318686780538,215631076
1752474,212901056
1034063779,255194707
682544607,523486691
215168604,229188741
216415663,419614710
6290742,419614710
1685806031683215,234297315
213495504,523486691
461199180959686,234297315
214153513,217657094
3131165,212971112
1031753101,213387672
906556755,523486691
380968,212983635
972063546263965,884278898
215592068,212983635
247807533,44961364
1655105,228903481
694685520633922,235676632
2916775,277804181
13283915,213424196
26789,212983635
167382613688298,68821721
250042938,236947251
500180840,239304820
448406165,206698624
3001435,213941548
213763810,277804181
216107348,236947251
70484846,213284453
1437014,137242643
403154,214001058
1794575217446198,213995077
189281791642705,214007272
207170339773891,213995077
477355865,426567189
2114852185241751,426567189
213909501,213984944
1676066359327717,419614710
770342364,213764719
1647030318740240,213764719
301873504,213764719
15207,213962425
210946386,255561330
721574680,211529586
1617952748523126,212971112
580427,217294390
367089380343546,4599325
327163667865287,213731026
245176204,419614710
15511995,212983635
223543244,214656304
565980389,213141085
228059447,214328178
244041365,505179821
216760155,214328178
281722681,213215421
310611441,217046368
217673415,236947251
3381675,214852203
1119,206698624
922324767836095,5568098
1020949795,183663
912975,213284453
15723219,213953267
215543601,212970049
356729488074422,5568098
594039,5568098
2016908148545958,217099151
1282078518572650,217099151
101554717053484,214001058
211238586021751,213995077
101732,213995077
34301397,213995077
213946109,213141085
753254396,213995077
1640371576266150,208690144
1657634821119716,505179821
273547053091064,213413990
72024120,213731026
1087103,217046368
2070877,890375179
3417913,213962425
93153,217294390
213506232,217294390
149398685535135,222764158
212927939,222764158
839183172901928,214776536
41742733,217099151
327057724510398,208690144
786475122,804243213
5238589,213196090
281642715,215262999
1685086745092577,213482470
245229302722729,214028003
2195057104084958,213482470
646810004,215262999
1504976,217042742
234705501,221271184
4115820,214566258
4672126,213445472
735224799,223049069
857327797,213299999
549891105464196,218048850
372510333217004,250058337
768401532,349029876
107919,349029876
1013592292035449,349029876
256545854,214566258
1147636888605208,221597264
1685287561721324,213299999
248775721,389983831
1031845068,216829034
262450198,213642830
476734939,216829034
237461390,389983831
8058658,220677972
9867719,386750891657367
163078161088114,216017490
582789758786338,216829034
378603103,1860436057325832
253051969,259297773
568269009887798,214895019
66065,214895019
176925686190582,214895019
241567974,214895019
216299832,29905397
1021064965,214895019
166385194034538,234353722
550986388441998,389983831
1178486892248750,218345853
1012759139,2272241
422762458116814,481892961
7005677,461199180959686
223754,1034063779
75517,216107348
1838082169792185,1034063779
214530592,216107348
216681134,1034063779
413006535,216415663
107448039951081,1034063779
213885613,216107348
307323426290133,213763810
356345981516690,216107348
332995222,389983831
1034256150,216415663
225684668,1034063779
425216515,212901056
2832601,212941492
833407497,389983831
742503239422239,389983831
123210286,237461390
923701357,8058658
265010451,237461390
366923,228481964
213945772,228481964
481058690,389983831
245019665,332995222
1606014479632619,389983831
213314160,287507687
926501663,287507687
317238180,250058337
180841,214228753
16838657,212900916
37135,213941548
675802944,389983831
2142850135741557,426567189
248191829,44961364
78130,301422065
103512840172191,297637072
22208101853,244238499
83252,212970049
359728058,212964995
259686981154767,212964995
288304374,212931804
6875878,204517928
216733793,389983831
166542764213992,213213692
1122918161151379,213047202
24223,504854015
213301000,504854015
1039381252882926,504854015
906041089436665,213764719
276288334,213995077
135356040412978,213995077
253249614,295452213
276110893,213953267
1152951608161154,389983831
1193988130621298,212988663
115307268541294,214001058
553186695120875,214001058
3404123,214001058
212934193,278577387
213005135,278577387
279661772,278577387
1795736334051425,276288334
329880297,389983831
1850694885163511,389983831
1028281674,276110893
403481796,276110893
1005695282813116,236947251
393008237902617,324081258
30995759,212901056
570368096498598,212999109
213973343,213215421
462970847216719,213215421
255111089,213480180
221916444,419614710
216201113,329880297
46519841,329880297
74016158,329880297
36577466,255111089
6147480,255111089
410583185974135,332995222
292186508239817,213731026
254372545,297176915
9730361,301422065
213944912,216201113
132431030782769,214078556
225348849,214852203
3002622,212971112
187178655154203,297637072
215264880,297637072
1006972540,212971112
281005225864756,6147480
2474914,213968758
780138484,254372545
90639,254372545
213450770,389983831
343504159,215264880
1029816075,213508707
911263,214895019
845533394,214895019
98578,220390004
1030337949,213450770
1031951577,213450770
249542817,213450770
228034707,213450770
40979,213450770
745519359,265247010
9279470,213450770
497368567340632,389983831
215172163,295452213
2078486062400960,222764158
1641169685947721,222764158
405203769878416,213313304
437101626398474,505179821
474885074,505179821
3001199,212962809
270957790,249542817
258100719,4599325
10455203,215172163
42620,213480180
1020877980,228481964
457462727,215172163
213012415,389983831
220303197,329880297
433569880310992,214736726
